Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
781,tt0847150,2020-09-30,2020-09-30,,Sense & Sensibility,https://www.imdb.com/title/tt0847150/,tvMiniSeries,8.0,174,2008,"Drama, Romance",12214,2008-01-01,
782,tt0835434,2020-09-30,2020-09-30,,In Treatment,https://www.imdb.com/title/tt0835434/,tvSeries,8.3,30,2008,Drama,17597,2008-01-01,
783,tt1220617,2020-09-30,2020-09-30,,The Inbetweeners,https://www.imdb.com/title/tt1220617/,tvSeries,8.4,25,2008,Comedy,89333,2008-01-26,
784,tt1132600,2020-09-30,2020-09-30,,Packed to the Rafters,https://www.imdb.com/title/tt1132600/,tvSeries,7.4,60,2008,"Comedy, Drama, Family, Romance",2368,2008-08-28,
785,tt1194600,2020-09-30,2020-09-30,,Tutti pazzi per amore,https://www.imdb.com/title/tt1194600/,tvSeries,7.3,50,2008,Romance,224,2008-12-07,
786,tt0472027,2020-09-30,2020-09-30,,John Adams,https://www.imdb.com/title/tt0472027/,tvMiniSeries,8.5,71,2008,"Biography, Drama, History",33937,2008-03-16,
787,tt1178618,2020-09-30,2020-09-30,,Wallander,https://www.imdb.com/title/tt1178618/,tvSeries,7.8,90,2008,"Crime, Drama, Mystery, Thriller",15528,2008-11-10,
788,tt1242773,2020-09-30,2020-09-30,,Romanzo criminale - La serie,https://www.imdb.com/title/tt1242773/,tvSeries,8.5,,2008,"Crime, Drama, Thriller",6343,2008-11-10,
789,tt1342711,2020-09-30,2020-09-30,,Man v. Food,https://www.imdb.com/title/tt1342711/,tvSeries,7.3,30,2008,Reality-TV,7148,2008-12-03,
790,tt1325113,2020-09-30,2020-09-30,,Childrens Hospital,https://www.imdb.com/title/tt1325113/,tvSeries,7.8,11,2008,Comedy,7920,2008-12-08,
791,tt1077744,2020-09-30,2020-09-30,,Lark Rise to Candleford,https://www.imdb.com/title/tt1077744/,tvSeries,8.2,53,2008,"Drama, Romance",7852,2008-01-13,
792,tt1119644,2020-09-30,2020-09-30,,Fringe,https://www.imdb.com/title/tt1119644/,tvSeries,8.4,46,2008,"Drama, Mystery, Sci-Fi, Thriller",244303,2008-09-09,
793,tt1119176,2020-09-30,2020-09-30,,Underbelly,https://www.imdb.com/title/tt1119176/,tvSeries,8.1,60,2008,"Action, Crime, Drama, History, Mystery",4974,2008-02-13,
794,tt1294009,2020-09-30,2020-09-30,,Only Connect,https://www.imdb.com/title/tt1294009/,tvSeries,8.0,,2008,Game-Show,592,2008-09-14,
795,tt0458290,2020-09-30,2020-09-30,,Star Wars: The Clone Wars,https://www.imdb.com/title/tt0458290/,tvSeries,8.4,23,2008,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi",100407,2008-08-15,
796,tt1124373,2020-09-30,2020-09-30,,Sons of Anarchy,https://www.imdb.com/title/tt1124373/,tvSeries,8.6,45,2008,"Crime, Drama, Thriller",300967,2008-09-03,
797,tt1486217,2020-09-30,2020-09-30,,Archer,https://www.imdb.com/title/tt1486217/,tvSeries,8.6,22,2009,"Animation, Action, Comedy",156848,2009-09-17,
798,tt1548850,2020-09-30,2020-09-30,,Misfits,https://www.imdb.com/title/tt1548850/,tvSeries,8.2,60,2009,"Comedy, Drama, Fantasy, Romance, Sci-Fi",102540,2009-11-12,
799,tt1149608,2020-09-30,2020-09-30,,Being Erica,https://www.imdb.com/title/tt1149608/,tvSeries,7.7,45,2009,"Adventure, Comedy, Drama, Fantasy, Romance",9846,2009-01-05,
800,tt1001482,2020-09-30,2020-09-30,,United States of Tara,https://www.imdb.com/title/tt1001482/,tvSeries,8.0,30,2009,"Comedy, Drama, Romance",24211,2009-01-18,
801,tt1219024,2020-09-30,2020-09-30,,Castle,https://www.imdb.com/title/tt1219024/,tvSeries,8.1,43,2009,"Comedy, Crime, Drama, Mystery, Romance",164422,2009-03-09,
802,tt1235099,2020-09-30,2020-09-30,,Lie to Me,https://www.imdb.com/title/tt1235099/,tvSeries,8.0,43,2009,"Crime, Drama, Mystery, Thriller",121689,2009-01-21,
803,tt1235547,2020-09-30,2020-09-30,,Better Off Ted,https://www.imdb.com/title/tt1235547/,tvSeries,8.2,30,2009,"Comedy, Sci-Fi",26485,2009-03-18,
804,tt1073507,2020-09-30,2020-09-30,,Party Down,https://www.imdb.com/title/tt1073507/,tvSeries,8.2,30,2009,"Comedy, Drama",32313,2009-03-20,
805,tt1442437,2020-09-30,2020-09-30,,Modern Family,https://www.imdb.com/title/tt1442437/,tvSeries,8.5,22,2009,"Comedy, Drama, Romance",436874,2009-09-23,
806,tt1255913,2020-09-30,2020-09-30,,Bored to Death,https://www.imdb.com/title/tt1255913/,tvSeries,7.9,28,2009,"Comedy, Crime, Drama, Mystery, Thriller",33751,2009-09-20,
807,tt1480684,2020-09-30,2020-09-30,,The League,https://www.imdb.com/title/tt1480684/,tvSeries,8.3,22,2009,"Comedy, Sport",49645,2009-10-29,
808,tt1135300,2020-09-30,2020-09-30,,Dollhouse,https://www.imdb.com/title/tt1135300/,tvSeries,7.7,44,2009,"Drama, Mystery, Sci-Fi, Thriller",49951,2009-02-13,
809,tt1288631,2020-09-30,2020-09-30,,Un village français,https://www.imdb.com/title/tt1288631/,tvSeries,8.4,52,2009,Drama,1519,2009-06-04,
810,tt1190689,2020-09-30,2020-09-30,,Nurse Jackie,https://www.imdb.com/title/tt1190689/,tvSeries,7.8,27,2009,"Comedy, Drama",27889,2009-06-08,
811,tt1468773,2020-09-30,2020-09-30,,Getting On,https://www.imdb.com/title/tt1468773/,tvSeries,8.1,30,2009,Comedy,1417,2009-07-08,
812,tt1353056,2020-09-30,2020-09-30,,RuPaul's Drag Race,https://www.imdb.com/title/tt1353056/,tvSeries,8.5,63,2009,"Game-Show, Reality-TV",20937,2009-02-02,
813,tt1360961,2020-09-30,2020-09-30,,Caminho das Índias,https://www.imdb.com/title/tt1360961/,tvSeries,6.7,,2009,"Adventure, Drama, Romance",777,2009-01-19,
814,tt1439629,2020-09-30,2020-09-30,,Community,https://www.imdb.com/title/tt1439629/,tvSeries,8.5,22,2009,Comedy,269417,2009-09-16,
815,tt1442462,2020-09-30,2020-09-30,,The Good Wife,https://www.imdb.com/title/tt1442462/,tvSeries,8.4,43,2009,"Crime, Drama, Mystery",77275,2009-09-22,
816,tt1266020,2020-09-30,2020-09-30,,Parks and Recreation,https://www.imdb.com/title/tt1266020/,tvSeries,8.6,22,2009,Comedy,262894,2009-04-09,
817,tt1477131,2020-09-30,2020-09-30,,Garrow's Law,https://www.imdb.com/title/tt1477131/,tvSeries,8.3,,2009,"Biography, Drama, History",1175,2009-11-01,
818,tt1186356,2020-09-30,2020-09-30,,Whitechapel,https://www.imdb.com/title/tt1186356/,tvSeries,7.8,180,2009,"Crime, Mystery, Thriller",13568,2009-02-02,
819,tt1315063,2020-09-30,2020-09-30,,Unforgiven,https://www.imdb.com/title/tt1315063/,tvMiniSeries,7.8,135,2009,"Crime, Drama",1455,2009-01-12,
820,tt1299368,2020-09-30,2020-09-30,,Southland,https://www.imdb.com/title/tt1299368/,tvSeries,8.5,42,2009,"Crime, Drama, Thriller",27308,2009-04-09,
821,tt1405406,2020-09-30,2020-09-30,,The Vampire Diaries,https://www.imdb.com/title/tt1405406/,tvSeries,7.7,43,2009,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",325465,2009-09-10,
822,tt1327801,2020-09-30,2020-09-30,,Glee,https://www.imdb.com/title/tt1327801/,tvSeries,6.8,44,2009,"Comedy, Drama, Music, Musical",149992,2009-05-19,
823,tt1132290,2020-09-30,2020-09-30,,Warehouse 13,https://www.imdb.com/title/tt1132290/,tvSeries,7.6,43,2009,"Drama, Mystery, Sci-Fi, Thriller",54467,2009-07-07,
824,tt1429534,2020-09-30,2020-09-30,,Braquo,https://www.imdb.com/title/tt1429534/,tvSeries,7.9,52,2009,"Crime, Thriller",3927,2009-10-12,
825,tt1676462,2020-09-30,2020-09-30,,Hatufim,https://www.imdb.com/title/tt1676462/,tvSeries,8.3,50,2009,"Drama, Mystery, Thriller",2492,2010-03-06,
826,tt1769411,2020-09-30,2020-09-30,,Accused,https://www.imdb.com/title/tt1769411/,tvSeries,7.9,60,2010,"Crime, Drama, Mystery",2515,2010-11-15,
827,tt1839337,2020-09-30,2020-09-30,,The Voice,https://www.imdb.com/title/tt1839337/,tvSeries,6.5,60,2011,"Game-Show, Music, Reality-TV",12779,2011-04-26,
828,tt1702042,2020-09-30,2020-09-30,,An Idiot Abroad,https://www.imdb.com/title/tt1702042/,tvSeries,8.3,43,2010,"Documentary, Adventure, Comedy, Reality-TV",32971,2010-09-05,
829,tt1453159,2020-09-30,2020-09-30,,The Pillars of the Earth,https://www.imdb.com/title/tt1453159/,tvMiniSeries,8.0,60,2010,"Drama, Romance, Thriller, War",31722,2010-07-23,
830,tt0979432,2020-09-30,2020-09-30,,Boardwalk Empire,https://www.imdb.com/title/tt0979432/,tvSeries,8.6,55,2010,"Crime, Drama",191595,2010-09-19,
831,tt1526318,2020-09-30,2020-09-30,,Borgen,https://www.imdb.com/title/tt1526318/,tvSeries,8.5,58,2010,Drama,27405,2010-09-26,
832,tt1737565,2020-09-30,2020-09-30,,The Only Way Is Essex,https://www.imdb.com/title/tt1737565/,tvSeries,3.1,45,2010,Reality-TV,2271,2010-10-10,
833,tt1493239,2020-09-30,2020-09-30,,Terriers,https://www.imdb.com/title/tt1493239/,tvSeries,8.4,45,2010,"Comedy, Crime, Drama, Mystery, Thriller",10953,2010-01-01,
834,tt1698441,2020-09-30,2020-09-30,,The Trip,https://www.imdb.com/title/tt1698441/,tvSeries,8.0,172,2010,Comedy,7721,2010-11-01,
835,tt1321865,2020-09-30,2020-09-30,,Carlos,https://www.imdb.com/title/tt1321865/,tvMiniSeries,7.6,334,2010,"Biography, Crime, Drama, Thriller",13947,2010-05-19,
836,tt1615919,2020-09-30,2020-09-30,,Raising Hope,https://www.imdb.com/title/tt1615919/,tvSeries,8.1,22,2010,"Comedy, Family",38503,2010-09-01,
837,tt1587000,2020-09-30,2020-09-30,,Rake,https://www.imdb.com/title/tt1587000/,tvSeries,8.5,60,2010,"Comedy, Drama",8117,2010-11-04,
838,tt1606375,2020-09-30,2020-09-30,,Downton Abbey,https://www.imdb.com/title/tt1606375/,tvSeries,8.7,58,2010,"Drama, Romance",209509,2010-09-26,
839,tt1489428,2020-09-30,2020-09-30,,Justified,https://www.imdb.com/title/tt1489428/,tvSeries,8.6,44,2010,"Action, Crime, Drama, Mystery, Thriller, Western",102274,2010-03-16,
840,tt1492966,2020-09-30,2020-09-30,,Louie,https://www.imdb.com/title/tt1492966/,tvSeries,8.5,22,2010,"Comedy, Drama",79682,2010-06-29,
841,tt1474684,2020-09-30,2020-09-30,,Luther,https://www.imdb.com/title/tt1474684/,tvSeries,8.4,60,2010,"Crime, Drama, Mystery, Thriller",138688,2010-05-04,
842,tt0374463,2020-09-30,2020-09-30,,The Pacific,https://www.imdb.com/title/tt0374463/,tvMiniSeries,8.3,530,2010,"Action, Adventure, Drama, History, War",114491,2010-03-14,
843,tt1877368,2020-09-30,2020-09-30,,The Great British Bake Off,https://www.imdb.com/title/tt1877368/,tvSeries,8.6,60,2010,Reality-TV,11005,2010-08-17,
844,tt1515193,2020-09-30,2020-09-30,,The Big C,https://www.imdb.com/title/tt1515193/,tvSeries,8.1,30,2010,"Comedy, Drama",15071,2010-08-16,
845,tt1416765,2020-09-30,2020-09-30,,Parenthood,https://www.imdb.com/title/tt1416765/,tvSeries,8.3,60,2010,"Comedy, Drama",35690,2010-03-02,
846,tt1685471,2020-09-30,2020-09-30,,This Is England '86,https://www.imdb.com/title/tt1685471/,tvMiniSeries,8.3,47,2010,"Comedy, Crime, Drama",13618,2010-09-07,
847,tt1279972,2020-09-30,2020-09-30,,Treme,https://www.imdb.com/title/tt1279972/,tvSeries,8.3,55,2010,"Drama, Music",15097,2010-03-18,
848,tt1578873,2020-09-30,2020-09-30,,Pretty Little Liars,https://www.imdb.com/title/tt1578873/,tvSeries,7.4,44,2010,"Drama, Mystery, Romance, Thriller",169513,2010-06-08,
849,tt1475582,2020-09-30,2020-09-30,,Sherlock,https://www.imdb.com/title/tt1475582/,tvSeries,9.1,88,2010,"Crime, Drama, Mystery, Thriller",933817,2010-07-22,
850,tt1442449,2020-09-30,2020-09-30,,Spartacus: Blood and Sand,https://www.imdb.com/title/tt1442449/,tvSeries,8.5,55,2010,"Action, Adventure, Biography, Drama, Romance",244550,2010-01-22,
851,tt1525780,2020-09-30,2020-09-30,,Weissensee,https://www.imdb.com/title/tt1525780/,tvSeries,8.2,50,2010,Drama,2175,2010-09-14,
852,tt1678749,2020-09-30,2020-09-30,,Mongrels,https://www.imdb.com/title/tt1678749/,tvSeries,8.2,30,2010,Comedy,1374,2010-06-22,
853,tt1520211,2020-09-30,2020-09-30,,The Walking Dead,https://www.imdb.com/title/tt1520211/,tvSeries,8.1,44,2010,"Drama, Horror, Thriller",1002964,2010-10-31,
854,tt1631891,2020-09-30,2020-09-30,,Any Human Heart,https://www.imdb.com/title/tt1631891/,tvMiniSeries,7.8,,2010,"Drama, Romance",2272,2010-11-21,
855,tt1521186,2020-09-30,2020-09-30,,Maison close,https://www.imdb.com/title/tt1521186/,tvSeries,6.5,52,2010,Drama,533,2010-10-04,
856,tt1772379,2020-09-30,2020-09-30,,The Fades,https://www.imdb.com/title/tt1772379/,tvMiniSeries,7.6,55,2011,"Fantasy, Horror, Mystery",6758,2011-09-21,
857,tt2113148,2020-09-30,2020-09-30,,Arne Dahl: Misterioso,https://www.imdb.com/title/tt2113148/,tvMiniSeries,6.7,178,2011,"Crime, Drama, Mystery",1777,2011-12-25,
858,tt1819022,2020-09-30,2020-09-30,,Mrs. Brown's Boys,https://www.imdb.com/title/tt1819022/,tvSeries,7.1,26,2011,Comedy,8841,2011-01-01,
859,tt2085059,2020-09-30,2020-09-30,,Black Mirror,https://www.imdb.com/title/tt2085059/,tvSeries,8.8,60,2011,"Drama, Mystery, Sci-Fi, Thriller",554839,2011-12-04,
860,tt1561755,2020-09-30,2020-09-30,,Bob's Burgers,https://www.imdb.com/title/tt1561755/,tvSeries,8.2,22,2011,"Animation, Comedy",83236,2011-01-09,
861,tt1826940,2020-09-30,2020-09-30,,New Girl,https://www.imdb.com/title/tt1826940/,tvSeries,7.8,22,2011,"Comedy, Romance",228063,2011-09-20,
862,tt1843678,2020-09-30,2020-09-30,,Scott & Bailey,https://www.imdb.com/title/tt1843678/,tvSeries,8.0,45,2011,"Crime, Drama, Mystery",9503,2011-05-29,
863,tt1861225,2020-09-30,2020-09-30,,Twenty Twelve,https://www.imdb.com/title/tt1861225/,tvSeries,7.7,30,2011,Comedy,2088,2011-03-14,
864,tt1582457,2020-09-30,2020-09-30,,The Borgias,https://www.imdb.com/title/tt1582457/,tvSeries,7.9,50,2011,"Crime, Drama, History, Romance",51897,2011-04-03,
865,tt1780441,2020-09-30,2020-09-30,,Portlandia,https://www.imdb.com/title/tt1780441/,tvSeries,7.8,22,2011,Comedy,21746,2011-01-11,
866,tt1582350,2020-09-30,2020-09-30,,Episodes,https://www.imdb.com/title/tt1582350/,tvSeries,7.8,30,2011,Comedy,35472,2011-01-09,
867,tt2368922,2020-09-30,2020-09-30,,Vampire Prosecutor,https://www.imdb.com/title/tt2368922/,tvSeries,7.6,58,2011,"Fantasy, Mystery, Thriller",242,2011-10-02,
868,tt2044128,2020-09-30,2020-09-30,,Bref.,https://www.imdb.com/title/tt2044128/,tvSeries,8.2,2,2011,Comedy,2423,2011-08-29,
869,tt1733785,2020-09-30,2020-09-30,,Bron/Broen,https://www.imdb.com/title/tt1733785/,tvSeries,8.6,60,2011,"Crime, Mystery, Thriller",70651,2011-09-21,
870,tt1717455,2020-09-30,2020-09-30,,Silk,https://www.imdb.com/title/tt1717455/,tvSeries,8.0,60,2011,Drama,5210,2011-02-22,
871,tt1767256,2020-09-30,2020-09-30,,Winners & Losers,https://www.imdb.com/title/tt1767256/,tvSeries,6.9,60,2011,"Comedy, Drama, Romance",1162,2011-03-22,
872,tt1806234,2020-09-30,2020-09-30,,Human Planet,https://www.imdb.com/title/tt1806234/,tvMiniSeries,9.0,50,2011,Documentary,26646,2011-01-13,
873,tt1509004,2020-09-30,2020-09-30,,Enlightened,https://www.imdb.com/title/tt1509004/,tvSeries,7.6,28,2011,"Comedy, Drama",9352,2011-10-10,
874,tt1843230,2020-09-30,2020-09-30,,Once Upon a Time,https://www.imdb.com/title/tt1843230/,tvSeries,7.7,60,2011,"Adventure, Fantasy, Romance",226892,2011-10-23,
875,tt1693592,2020-09-30,2020-09-30,,Vera,https://www.imdb.com/title/tt1693592/,tvSeries,8.1,90,2011,"Crime, Drama, Mystery",15646,2011-04-30,
876,tt2058303,2020-09-30,2020-09-30,,Fresh Meat,https://www.imdb.com/title/tt2058303/,tvSeries,7.8,50,2011,"Comedy, Drama",18357,2011-09-21,
877,tt1565810,2020-09-30,2020-09-30,,Den som dræber,https://www.imdb.com/title/tt1565810/,tvSeries,7.1,90,2011,"Action, Crime, Thriller",3632,2011-03-13,
878,tt1462059,2020-09-30,2020-09-30,,Falling Skies,https://www.imdb.com/title/tt1462059/,tvSeries,7.1,42,2011,"Action, Adventure, Drama, Sci-Fi, Thriller",90298,2011-06-19,
879,tt1632701,2020-09-30,2020-09-30,,Suits,https://www.imdb.com/title/tt1632701/,tvSeries,8.5,44,2011,"Comedy, Drama",415781,2011-06-23,
880,tt0944947,2020-09-30,2020-09-30,,Game of Thrones,https://www.imdb.com/title/tt0944947/,tvSeries,9.2,57,2011,"Action, Adventure, Drama, Fantasy",2116072,2011-04-16,
881,tt1830617,2020-09-30,2020-09-30,,Grimm,https://www.imdb.com/title/tt1830617/,tvSeries,7.9,45,2011,"Crime, Drama, Fantasy, Horror, Mystery",121923,2011-10-28,
882,tt1567432,2020-09-30,2020-09-30,,Teen Wolf,https://www.imdb.com/title/tt1567432/,tvSeries,7.7,41,2011,"Action, Drama, Fantasy, Romance, Thriller",151343,2011-06-05,
883,tt1837642,2020-09-30,2020-09-30,,Revenge,https://www.imdb.com/title/tt1837642/,tvSeries,7.8,44,2011,"Drama, Mystery, Thriller",121066,2011-09-21,
884,tt0384013,2020-09-30,2020-09-30,,The Crimson Petal and the White,https://www.imdb.com/title/tt0384013/,tvMiniSeries,7.5,274,2011,"Drama, Romance",3461,2011-04-06,
885,tt1778108,2020-09-30,2020-09-30,,The Hour,https://www.imdb.com/title/tt1778108/,tvSeries,8.0,60,2011,Drama,10558,2011-07-19,
886,tt1587678,2020-09-30,2020-09-30,,Happy Endings,https://www.imdb.com/title/tt1587678/,tvSeries,7.8,22,2011,"Comedy, Romance",38898,2011-04-13,
887,tt1796960,2020-09-30,2020-09-30,,Homeland,https://www.imdb.com/title/tt1796960/,tvSeries,8.3,55,2011,"Crime, Drama, Mystery, Thriller",344805,2011-10-02,
888,tt1652218,2020-09-30,2020-09-30,,Mad Dogs,https://www.imdb.com/title/tt1652218/,tvSeries,7.5,60,2011,"Comedy, Crime, Drama, Thriller",5669,2011-02-10,
889,tt1854226,2020-09-30,2020-09-30,,Wonders of the Universe,https://www.imdb.com/title/tt1854226/,tvMiniSeries,8.8,59,2011,Documentary,4235,2011-03-06,
890,tt1586680,2020-09-30,2020-09-30,,Shameless,https://www.imdb.com/title/tt1586680/,tvSeries,8.6,46,2011,"Comedy, Drama",246788,2011-01-09,
891,tt1844624,2020-09-30,2020-09-30,,American Horror Story,https://www.imdb.com/title/tt1844624/,tvSeries,8.0,60,2011,"Drama, Horror, Sci-Fi, Thriller",322802,2011-10-05,
892,tt1834598,2020-09-30,2020-09-30,,Marchlands,https://www.imdb.com/title/tt1834598/,tvMiniSeries,7.4,60,2011,"Drama, Mystery",1677,2011-02-03,
893,tt2164430,2020-09-30,2020-09-30,,A Young Doctor's Notebook & Other Stories,https://www.imdb.com/title/tt2164430/,tvSeries,7.8,23,2012,"Comedy, Drama, History",16006,2012-12-06,
894,tt1837576,2020-09-30,2020-09-30,,Scandal,https://www.imdb.com/title/tt1837576/,tvSeries,7.7,43,2012,"Drama, Thriller",74922,2012-04-05,
895,tt2240991,2020-09-30,2020-09-30,,A Touch of Cloth,https://www.imdb.com/title/tt2240991/,tvSeries,7.8,60,2012,"Action, Comedy, Crime, Mystery, Thriller",3936,2012-08-26,
896,tt2170584,2020-09-30,2020-09-30,,Video Game High School,https://www.imdb.com/title/tt2170584/,tvSeries,7.6,42,2012,"Action, Romance, Sci-Fi",13471,2012-05-11,
897,tt2281375,2020-09-30,2020-09-30,,Nashville,https://www.imdb.com/title/tt2281375/,tvSeries,7.7,43,2012,"Drama, Music, Romance",26150,2012-10-10,
898,tt2180271,2020-09-30,2020-09-30,,Äkta människor,https://www.imdb.com/title/tt2180271/,tvSeries,7.9,60,2012,"Drama, Sci-Fi, Thriller",6527,2012-01-22,
899,tt2521668,2020-09-30,2020-09-30,,Les revenants,https://www.imdb.com/title/tt2521668/,tvSeries,8.1,52,2012,"Drama, Fantasy, Horror, Mystery",20702,2012-11-26,
900,tt2193021,2020-09-30,2020-09-30,,Arrow,https://www.imdb.com/title/tt2193021/,tvSeries,7.5,42,2012,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",433875,2012-10-10,
901,tt2303687,2020-09-30,2020-09-30,,Line of Duty,https://www.imdb.com/title/tt2303687/,tvSeries,8.7,60,2012,"Crime, Drama, Mystery, Thriller",61036,2012-06-26,
902,tt1956017,2020-09-30,2020-09-30,,Parade's End,https://www.imdb.com/title/tt1956017/,tvMiniSeries,7.5,287,2012,"Action, Drama, Romance, War",10369,2012-08-24,
903,tt1954347,2020-09-30,2020-09-30,,Continuum,https://www.imdb.com/title/tt1954347/,tvSeries,7.6,45,2012,"Action, Sci-Fi, Thriller",61611,2012-05-27,
904,tt2216156,2020-09-30,2020-09-30,,Last Tango in Halifax,https://www.imdb.com/title/tt2216156/,tvSeries,8.4,60,2012,"Comedy, Drama, Romance",7492,2012-11-20,
905,tt1759761,2020-09-30,2020-09-30,,Veep,https://www.imdb.com/title/tt1759761/,tvSeries,8.4,28,2012,Comedy,57261,2012-04-22,
906,tt2222848,2020-09-30,2020-09-30,,Puberty Blues,https://www.imdb.com/title/tt2222848/,tvSeries,8.2,45,2012,"Comedy, Drama",2129,2012-08-15,
907,tt2616280,2020-09-30,2020-09-30,,Derek,https://www.imdb.com/title/tt2616280/,tvSeries,8.1,23,2012,"Comedy, Drama",33554,2012-04-12,
908,tt1864017,2020-09-30,2020-09-30,,Stella,https://www.imdb.com/title/tt1864017/,tvSeries,8.0,60,2012,"Comedy, Drama",1921,2012-01-06,
909,tt2183641,2020-09-30,2020-09-30,,Ripper Street,https://www.imdb.com/title/tt2183641/,tvSeries,8.1,59,2012,"Crime, Drama, Mystery",21534,2012-12-30,
910,tt2191671,2020-09-30,2020-09-30,,Elementary,https://www.imdb.com/title/tt2191671/,tvSeries,7.9,60,2012,"Crime, Drama, Mystery",112684,2012-09-27,
911,tt2569488,2020-09-30,2020-09-30,,Salamander,https://www.imdb.com/title/tt2569488/,tvSeries,7.5,40,2012,"Crime, Drama, Thriller",2311,2012-12-30,
912,tt1983079,2020-09-30,2020-09-30,,Call the Midwife,https://www.imdb.com/title/tt1983079/,tvSeries,8.6,60,2012,"Drama, History",27751,2012-01-15,
913,tt1723816,2020-09-30,2020-09-30,,Girls,https://www.imdb.com/title/tt1723816/,tvSeries,7.4,28,2012,"Comedy, Drama",73437,2012-03-12,
914,tt1985443,2020-09-30,2020-09-30,,Hatfields and McCoys,https://www.imdb.com/title/tt1985443/,tvMiniSeries,7.9,290,2012,"Drama, History, Romance, War, Western",27518,2012-05-28,
915,tt2391224,2020-09-30,2020-09-30,,The Paradise,https://www.imdb.com/title/tt2391224/,tvSeries,7.7,60,2012,Drama,11980,2012-09-25,
916,tt1870479,2020-09-30,2020-09-30,,The Newsroom,https://www.imdb.com/title/tt1870479/,tvSeries,8.6,55,2012,Drama,117488,2012-06-24,
917,tt2229907,2020-09-30,2020-09-30,,Duck Dynasty,https://www.imdb.com/title/tt2229907/,tvSeries,6.1,60,2012,"Comedy, Reality-TV",10887,2012-03-21,
918,tt2172103,2020-09-30,2020-09-30,,Last Resort,https://www.imdb.com/title/tt2172103/,tvSeries,7.3,60,2012,"Action, Drama, Mystery, Sci-Fi, Thriller",21787,2012-09-27,
919,tt1856010,2020-09-30,2020-09-30,,House of Cards,https://www.imdb.com/title/tt1856010/,tvSeries,8.7,51,2013,Drama,508010,2013-02-01,
920,tt2433738,2020-09-30,2020-09-30,,Wentworth,https://www.imdb.com/title/tt2433738/,tvSeries,8.6,45,2013,"Crime, Drama, Thriller",22755,2013-05-01,
921,tt3169754,2020-09-30,2020-09-30,,The Tractate Middoth,https://www.imdb.com/title/tt3169754/,tvMovie,6.7,35,2013,"Mystery, Thriller",600,2013-12-25,Mark Gatiss
922,tt2711738,2020-09-30,2020-09-30,,The Tunnel,https://www.imdb.com/title/tt2711738/,tvSeries,7.8,60,2013,"Crime, Drama, Mystery, Thriller",9643,2013-10-16,
923,tt2342652,2020-09-30,2020-09-30,,Getting On,https://www.imdb.com/title/tt2342652/,tvSeries,7.8,30,2013,Comedy,3693,2013-11-24,
924,tt2149175,2020-09-30,2020-09-30,,The Americans,https://www.imdb.com/title/tt2149175/,tvSeries,8.4,44,2013,"Crime, Drama, Mystery, Thriller",101458,2013-01-30,
925,tt2708572,2020-09-30,2020-09-30,,Bluestone 42,https://www.imdb.com/title/tt2708572/,tvSeries,7.9,30,2013,"Comedy, War",2300,2013-03-05,
926,tt2480514,2020-09-30,2020-09-30,,In the Flesh,https://www.imdb.com/title/tt2480514/,tvSeries,7.9,56,2013,"Comedy, Drama, Horror",13463,2013-03-17,
927,tt2249364,2020-09-30,2020-09-30,,Broadchurch,https://www.imdb.com/title/tt2249364/,tvSeries,8.4,48,2013,"Crime, Drama, Mystery",115438,2013-03-04,
928,tt2188671,2020-09-30,2020-09-30,,Bates Motel,https://www.imdb.com/title/tt2188671/,tvSeries,8.1,45,2013,"Drama, Horror, Mystery, Thriller",109670,2013-03-18,
929,tt2394340,2020-09-30,2020-09-30,,The Village,https://www.imdb.com/title/tt2394340/,tvSeries,7.7,60,2013,Drama,2423,2013-03-30,
930,tt2094262,2020-09-30,2020-09-30,,Da Vinci's Demons,https://www.imdb.com/title/tt2094262/,tvSeries,7.9,60,2013,"Adventure, Biography, Drama, Fantasy, History, Mystery, Romance",77359,2013-04-12,
931,tt2647544,2020-09-30,2020-09-30,,Sleepy Hollow,https://www.imdb.com/title/tt2647544/,tvSeries,7.3,45,2013,"Action, Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller",61822,2013-09-16,
932,tt2701582,2020-09-30,2020-09-30,,Endeavour,https://www.imdb.com/title/tt2701582/,tvSeries,8.6,89,2012,"Crime, Drama, Mystery",27215,2012-01-02,
933,tt2071645,2020-09-30,2020-09-30,,The Following,https://www.imdb.com/title/tt2071645/,tvSeries,7.4,43,2013,"Crime, Drama, Horror, Mystery, Thriller",89081,2013-01-21,
934,tt2243973,2020-09-30,2020-09-30,,Hannibal,https://www.imdb.com/title/tt2243973/,tvSeries,8.5,44,2013,"Crime, Drama, Horror, Mystery, Thriller",257794,2013-04-04,
935,tt2309295,2020-09-30,2020-09-30,,Hemlock Grove,https://www.imdb.com/title/tt2309295/,tvSeries,7.0,46,2013,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",40909,2013-04-18,
936,tt2384811,2020-09-30,2020-09-30,,Utopia,https://www.imdb.com/title/tt2384811/,tvSeries,8.4,50,2013,"Drama, Mystery, Sci-Fi, Thriller",47636,2013-01-14,
